price,0.0,10.0,10.344827586206897,16.666666666666664,17.346938775510203,16.374269005847953,17.56756756756757,13.909774436090224,14.418604651162791,10.126582278481013,8.88888888888889
visit,33.33333333333333,15.0,13.793103448275861,30.555555555555557,6.122448979591836,17.543859649122805,19.81981981981982,13.909774436090224,18.13953488372093,15.18987341772152,24.444444444444443
pro,0.0,0.0,6.896551724137931,5.555555555555555,11.224489795918368,8.187134502923977,13.513513513513514,10.526315789473683,11.627906976744185,16.455696202531644,17.77777777777778
friend,0.0,35.0,37.93103448275862,30.555555555555557,22.448979591836736,23.976608187134502,26.126126126126124,30.075187969924812,34.418604651162795,39.24050632911392,13.333333333333334
ice,33.33333333333333,55.00000000000001,75.86206896551724,58.333333333333336,52.04081632653062,63.74269005847953,59.009009009009006,60.526315789473685,59.53488372093023,53.16455696202531,55.55555555555556
time,33.33333333333333,10.0,13.793103448275861,25.0,14.285714285714285,13.450292397660817,11.26126126126126,9.774436090225564,10.69767441860465,8.860759493670885,11.11111111111111
ll,100.0,50.0,65.51724137931035,80.55555555555556,59.183673469387756,65.49707602339181,59.909909909909906,59.02255639097744,63.25581395348837,56.9620253164557,60.0
cent,0.0,30.0,20.689655172413794,11.11111111111111,10.204081632653061,11.695906432748536,9.45945945945946,10.526315789473683,8.372093023255815,8.860759493670885,4.444444444444445
th,100.0,85.0,96.55172413793103,97.22222222222221,93.87755102040816,95.90643274853801,97.2972972972973,95.48872180451127,94.41860465116278,91.13924050632912,93.33333333333333
ill,0.0,15.0,6.896551724137931,11.11111111111111,20.408163265306122,16.374269005847953,10.36036036036036,15.037593984962406,14.883720930232558,16.455696202531644,11.11111111111111
serve,33.33333333333333,5.0,6.896551724137931,13.88888888888889,8.16326530612245,12.865497076023392,9.00900900900901,4.887218045112782,6.046511627906977,10.126582278481013,8.88888888888889
saloniki,33.33333333333333,5.0,10.344827586206897,19.444444444444446,21.428571428571427,21.052631578947366,15.765765765765765,18.796992481203006,16.27906976744186,21.518987341772153,17.77777777777778
sto,0.0,5.0,6.896551724137931,16.666666666666664,3.061224489795918,15.204678362573098,14.864864864864865,11.278195488721805,6.511627906976744,17.72151898734177,6.666666666666667
lit,0.0,10.0,13.793103448275861,11.11111111111111,21.428571428571427,19.298245614035086,19.81981981981982,18.045112781954884,23.25581395348837,16.455696202531644,20.0
use,33.33333333333333,0.0,3.4482758620689653,2.7777777777777777,13.26530612244898,9.35672514619883,7.657657657657657,5.639097744360902,7.441860465116279,8.860759493670885,17.77777777777778
tow,0.0,5.0,27.586206896551722,19.444444444444446,12.244897959183673,11.695906432748536,6.756756756756757,3.007518796992481,8.372093023255815,7.59493670886076,4.444444444444445
thessaloniki,33.33333333333333,5.0,10.344827586206897,19.444444444444446,21.428571428571427,21.052631578947366,15.765765765765765,18.045112781954884,16.27906976744186,21.518987341772153,17.77777777777778
place,100.0,55.00000000000001,44.827586206896555,38.88888888888889,45.91836734693878,46.783625730994146,45.04504504504504,43.233082706766915,40.46511627906977,35.44303797468354,40.0
eve,33.33333333333333,15.0,13.793103448275861,27.77777777777778,27.55102040816326,26.900584795321635,27.927927927927925,24.06015037593985,28.37209302325581,37.9746835443038,33.33333333333333
d,66.66666666666666,100.0,100.0,100.0,95.91836734693877,98.24561403508771,99.54954954954955,99.62406015037594,99.53488372093024,100.0,95.55555555555556
staf,0.0,10.0,17.24137931034483,30.555555555555557,18.367346938775512,29.82456140350877,18.91891891891892,25.18796992481203,23.25581395348837,30.37974683544304,26.666666666666668
st,66.66666666666666,45.0,75.86206896551724,86.11111111111111,75.51020408163265,87.13450292397661,82.43243243243244,76.69172932330827,76.74418604651163,79.74683544303798,71.11111111111111
atmosphere,0.0,20.0,44.827586206896555,19.444444444444446,13.26530612244898,9.941520467836257,15.765765765765765,13.909774436090224,12.093023255813954,15.18987341772152,8.88888888888889
fresh,0.0,10.0,10.344827586206897,13.88888888888889,12.244897959183673,8.187134502923977,10.36036036036036,9.398496240601503,12.093023255813954,13.924050632911392,6.666666666666667
